label,logFC,P.Value,adj.P.Val,AveExpr,t,B,absLogFC,log10Pvalue,log10Padj
PCARE,-0.168635257,0.344064662,0.824598446,5.802692899,-0.946166955,-5.43003158,0.168635257,0.463359931,0.083757488
PCBD1,-0.333235528,0.069015489,0.553457405,6.282137286,-1.818328833,-4.306021859,0.333235528,1.161053428,0.256915797
PCBD2,-0.280711557,0.14498158,0.685177369,6.130264474,-1.457494609,-4.809122467,0.280711557,0.838687173,0.16419699
PCBP1,-0.318128419,0.011884605,0.332068103,6.796212913,-2.515576962,-3.136243074,0.318128419,1.925015259,0.478772839
PCBP2,-0.128714541,0.189815098,0.713777868,7.045071478,-1.311131069,-5.570610384,0.128714541,0.721669248,0.146436922
PCBP3,0.080216374,0.637409159,0.92226019,5.754024306,0.471325079,-5.780422031,0.080216374,0.1955817,0.035146538
PCBP4,0.190634808,0.328475658,0.820179126,6.022478847,0.977191425,-5.32751568,0.190634808,0.483496809,0.086091288
PCCA,-0.23839829,0.218127318,0.739444242,6.095518907,-1.231527155,-5.080028042,0.23839829,0.661289941,0.131094569
PCCB,-0.058848887,0.728372055,0.948567789,5.746514358,-0.347292395,-5.831332171,0.058848887,0.137646725,0.022931627
PCDH1,-0.060877202,0.713036134,0.945097996,6.466575568,-0.3677821,-5.846048981,0.060877202,0.146888461,0.024523158
PCDH10,0.011563806,0.943867949,0.991996452,5.721636379,0.07040932,-5.913743955,0.011563806,0.025088761,0.003489881
PCDH11X,0.291619232,0.107161558,0.619787268,5.859837542,1.6110911,-4.639191456,0.291619232,0.969960982,0.20775735
PCDH12,-0.095083307,0.588300554,0.911476618,5.781685014,-0.541301324,-5.719234501,0.095083307,0.230400743,0.040254468
PCDH15,0.006300482,0.969815478,0.993325784,5.732200592,0.037839767,-5.902660581,0.006300482,0.013310889,0.002908291
PCDH17,0.118935627,0.457688182,0.859431649,5.702152222,0.742660503,-5.682473338,0.118935627,0.339430301,0.065788657
PCDH18,0.334810674,0.032157276,0.44936489,5.614283697,2.142466178,-3.816298528,0.334810674,1.492720743,0.347400863
PCDH19,0.335219267,0.04245825,0.493251434,5.704657953,2.02901429,-4.000339592,0.335219267,1.372037907,0.306931644
PCDH20,-0.001172255,0.99481419,0.99849383,5.807591778,-0.006499503,-5.829660891,0.001172255,0.002258029,0.000654615
PCDH7,-0.141218586,0.443894178,0.852205986,5.847645265,-0.765635507,-5.541967632,0.141218586,0.352720551,0.06945542
PCDH8,0.169424317,0.271302341,0.773587507,5.656051969,1.100071608,-5.409159419,0.169424317,0.566546459,0.111490553
PCDH9,0.216732253,0.157180065,0.693679602,5.635408393,1.414625262,-5.042930462,0.216732253,0.803602535,0.158841076
PCED1A,0.134146908,0.493640419,0.874672411,6.109937232,0.684531556,-5.543040315,0.134146908,0.306589287,0.058154572
PCED1B,-0.08464227,0.655782717,0.929714119,5.886289511,-0.445743968,-5.69265833,0.08464227,0.183240033,0.031650574
PCF11,0.287232421,0.133732764,0.667040565,6.125674985,1.499549744,-4.756777569,0.287232421,0.873762178,0.175847754
PCGF1,-0.235438087,0.220148108,0.740141292,6.163431385,-1.226138493,-5.092292729,0.235438087,0.657285042,0.130685366
PCGF2,-0.545964593,0.000976811,0.111925812,6.465573788,-3.297174152,-0.865878294,0.545964593,3.010189261,0.951069746
PCGF3,0.076997049,0.696399364,0.942179505,6.074902612,0.390186127,-5.67947869,0.076997049,0.157141634,0.025866347
PCGF5,0.484605065,0.00608216,0.252436666,5.954505864,2.743350143,-2.392417513,0.484605065,2.215942169,0.597847564
PCGF6,0.115986744,0.536824314,0.891442578,5.879989584,0.617623484,-5.619487911,0.115986744,0.270167822,0.049906626
PCID2,0.022658271,0.906762847,0.983199402,6.19122847,0.117122826,-5.759712742,0.022658271,0.042506282,0.007358394
PCIF1,0.010774835,0.953564156,0.992112919,5.841162705,0.058231671,-5.80477141,0.010774835,0.020650082,0.003438895
PCK1,0.054479931,0.711459143,0.944778241,5.632415885,0.369897688,-5.953534618,0.054479931,0.147850035,0.024670118
PCK2,0.054457247,0.743458773,0.954073074,5.733069195,0.327276974,-5.854285799,0.054457247,0.128743109,0.020418361
PCLAF,0.14530002,0.361576248,0.836462989,5.688040044,0.912367921,-5.55649788,0.14530002,0.441800106,0.077553271
PCLO,-0.156818545,0.371009142,0.838421843,5.780054562,-0.894586839,-5.487815386,0.156818545,0.430615388,0.076537416
PCM1,0.68336202,4.80E-05,0.015456598,6.070544341,4.065256504,1.754159649,0.68336202,4.318765211,1.810886086
PCMT1,-0.173423919,0.375911126,0.838421843,6.063677793,-0.885457399,-5.40131239,0.173423919,0.42491482,0.076537416
PCMTD1,-0.566039863,0.001545709,0.147610897,6.219465025,-3.166008924,-1.24343995,0.566039863,2.810872338,0.830881582
PCMTD2,-0.227875648,0.164440669,0.702848094,6.481707115,-1.390295998,-5.020048492,0.227875648,0.783990764,0.153138528
PCNA,-0.174271666,0.338609035,0.822940092,6.321261577,-0.956919682,-5.402422101,0.174271666,0.470301458,0.084631779
PCNP,-0.157651791,0.308120114,0.805305095,6.554338469,-1.019177317,-5.485645377,0.157651791,0.511279951,0.094039553
PCNT,0.212472295,0.164779608,0.702848094,5.633771265,1.389180232,-5.077772142,0.212472295,0.783096536,0.153138528
PCNX1,-0.154226387,0.432279573,0.845703551,6.018133188,-0.785298496,-5.474449358,0.154226387,0.364235286,0.072781846
PCNX2,-0.412165141,0.028987804,0.434166171,6.093937853,-2.183669206,-3.623317878,0.412165141,1.537784684,0.362344019
PCNX3,-0.002797057,0.986749206,0.996527924,5.741282209,-0.016608193,-5.892632529,0.002797057,0.005793214,0.001510527
PCNX4,-0.214189394,0.269504646,0.773587507,6.150825986,-1.104207301,-5.212773328,0.214189394,0.569433744,0.111490553
PCOLCE,0.019268987,0.906294986,0.983145498,5.718909932,0.117713261,-5.912682603,0.019268987,0.042730423,0.007382205
PCOLCE2,-0.198655623,0.279607638,0.780766419,5.844608075,-1.081204309,-5.279425316,0.198655623,0.55345097,0.107478874
PCP2,-0.115997192,0.556312752,0.900245588,6.067824949,-0.58832817,-5.59294904,0.115997192,0.254680985,0.045638999
PCP4,0.445609308,0.011023906,0.321708596,5.869534257,2.541965485,-2.884594345,0.445609308,1.957664479,0.492537334
PCP4L1,0.010696242,0.950764993,0.992112919,5.766579476,0.061746227,-5.864975172,0.010696242,0.021926818,0.003438895
PCSK1,0.211553991,0.166633365,0.702848094,5.634228255,1.383108134,-5.085623408,0.211553991,0.778238035,0.153138528
PCSK1N,0.100372951,0.519114866,0.884327732,5.671545872,0.644711636,-5.771458441,0.100372951,0.284736534,0.053386755
PCSK2,0.064013169,0.686424544,0.937521526,5.692815202,0.403712588,-5.872734805,0.064013169,0.163407196,0.028018752
PCSK4,0.099176056,0.600360312,0.915288486,5.888492763,0.52388333,-5.661004831,0.099176056,0.221588026,0.038442001
PCSK5,0.190410568,0.184923943,0.708097475,5.557447399,1.325750599,-5.211581621,0.190410568,0.733006856,0.149906954
PCSK6,0.015716372,0.931878679,0.989604898,6.309646929,0.085481519,-5.808801716,0.015716372,0.030640625,0.004538164
PCSK7,-0.067752868,0.728469158,0.948567789,6.16176286,-0.347163132,-5.703618981,0.067752868,0.137588831,0.022931627
PCSK9,0.171316739,0.314663916,0.809963237,5.758803062,1.00548657,-5.415061301,0.171316739,0.502153057,0.091534692
PCTP,-0.046280907,0.800442822,0.963639105,5.826432357,-0.252774409,-5.786773808,0.046280907,0.096669685,0.016085584
PCYOX1,-0.127829043,0.499626335,0.878433052,5.882612135,-0.675079119,-5.578542034,0.127829043,0.301354678,0.056291332
PCYOX1L,0.331906366,0.080946295,0.578452351,6.047938789,1.745231099,-4.400472379,0.331906366,1.091803027,0.23773241
PCYT1A,0.204328664,0.293488033,0.791731796,6.055183685,1.050503519,-5.262840188,0.204328664,0.532409602,0.101421914
PCYT1B,-0.037059458,0.833916686,0.968538147,5.785714244,-0.209682686,-5.828419906,0.037059458,0.078877336,0.013883269
PCYT2,0.100117633,0.607395595,0.915288486,6.149229991,0.513795482,-5.640260191,0.100117633,0.216528362,0.038442001
PDAP1,-0.153398835,0.32900179,0.820222842,6.53414873,-0.976129033,-5.511981079,0.153398835,0.48280174,0.08606814
PDC,-0.11838976,0.464343811,0.863424079,5.709196742,-0.73171442,-5.68079959,0.11838976,0.333160339,0.063775844
PDCD1,-0.305848477,0.110183319,0.624010633,6.111367267,-1.59737731,-4.619879605,0.305848477,0.957884151,0.20480801
PDCD10,-0.06684801,0.73194156,0.949671955,6.158209546,-0.342544482,-5.705102487,0.06684801,0.135523593,0.022426387
PDCD11,-0.284915375,0.137507831,0.672977832,6.026429017,-1.485142261,-4.775133465,0.284915375,0.861672569,0.171999241
PDCD1LG2,0.036615001,0.822656201,0.965547028,5.717631423,0.22413025,-5.897646832,0.036615001,0.084781625,0.015226569
PDCD2,-0.144834935,0.450063438,0.856376847,5.920493151,-0.755310857,-5.515656709,0.144834935,0.346726266,0.067335083
PDCD2L,0.217051139,0.181074114,0.708097475,5.703964593,1.337460139,-5.095061418,0.217051139,0.742143631,0.149906954
PDCD4,-0.00160268,0.984435526,0.995896301,7.207200648,-0.019508438,-6.581141043,0.00160268,0.006812722,0.001785881
PDCD5,-0.270531252,0.10133621,0.604171501,6.472267405,-1.638418004,-4.665433511,0.270531252,0.994235341,0.218839765
PDCD6,-0.09084555,0.549560934,0.897603133,6.574152664,-0.598419274,-5.821476423,0.09084555,0.259984147,0.04691564
PDCD6IP,0.033413526,0.865508175,0.975226207,6.102293492,0.169366984,-5.735325163,0.033413526,0.062728826,0.010894637
PDCD7,0.21617223,0.26400118,0.771876964,6.12302064,1.116987328,-5.201773833,0.21617223,0.578394131,0.11245192
PDCL,0.378038176,0.027517007,0.430217224,5.787313442,2.204121618,-3.63431368,0.378038176,1.5603988,0.366312206
PDCL2,0.287733973,0.058629693,0.530061779,5.594641278,1.890971513,-4.30987996,0.287733973,1.231882379,0.27567351
PDCL3,-0.201353989,0.293247401,0.791569092,6.197164707,-1.051027323,-5.274603375,0.201353989,0.532765828,0.101511172
PDE10A,0.570980913,0.000735846,0.093226301,5.736320771,3.375918721,-0.619014164,0.570980913,3.133212891,1.030461549
PDE11A,0.029948301,0.875756696,0.976328838,5.90136682,0.156350786,-5.763828466,0.029948301,0.057616533,0.010403883
PDE12,0.05307647,0.777945192,0.960929843,5.870573478,0.281998214,-5.754680449,0.05307647,0.109050999,0.017308319
PDE1A,0.006300482,0.969815478,0.993325784,5.732200592,0.037839767,-5.902660581,0.006300482,0.013310889,0.002908291
PDE1B,0.072100912,0.62042059,0.915374534,5.618858089,0.495255176,-5.913248981,0.072100912,0.207313798,0.038401174
PDE1C,0.036513953,0.842148939,0.970726174,5.828069436,0.199145765,-5.79654063,0.036513953,0.074611094,0.01290326
PDE2A,0.098028065,0.53800891,0.892271214,5.69580771,0.615827827,-5.768271401,0.098028065,0.269210532,0.049503118
PDE3A,-0.201106418,0.232106922,0.751499347,5.744678733,-1.194952972,-5.232661381,0.201106418,0.634311908,0.124071393
PDE3B,-0.101225239,0.524883781,0.887036776,5.69702067,-0.635836488,-5.756481676,0.101225239,0.279936847,0.052058374
PDE4A,0.211553991,0.166633365,0.702848094,5.634228255,1.383108134,-5.085623408,0.211553991,0.778238035,0.153138528
PDE4B,0.107238827,0.578780519,0.906641261,6.189256983,0.555167854,-5.627955436,0.107238827,0.237486095,0.04256452
PDE4C,0.080467654,0.676747234,0.934688798,5.929247955,0.416906561,-5.68941682,0.080467654,0.169573511,0.029332962
PDE4D,-0.025382645,0.880899099,0.978150599,5.74687522,-0.14982975,-5.876930544,0.025382645,0.055073834,0.009594275
PDE4DIP,0.069731866,0.722967741,0.946192186,5.998137865,0.354495814,-5.694273259,0.069731866,0.140881081,0.024020643
PDE5A,0.064787989,0.731847902,0.949671955,5.878954156,0.342668961,-5.733402329,0.064787989,0.135579168,0.022426387
PDE6A,0.296683885,0.079670488,0.578452351,5.75294452,1.752610736,-4.467893606,0.296683885,1.098702523,0.23773241
PDE6B,0.190230557,0.235898524,0.754478781,5.695098209,1.185304649,-5.28297071,0.190230557,0.627274776,0.12235297
PDE6C,0.133427917,0.421518452,0.843811852,5.731519312,0.803791449,-5.606576073,0.133427917,0.37518341,0.073754379
PDE6D,0.21931787,0.232768696,0.751499347,5.854810088,1.193260978,-5.162883635,0.21931787,0.633075427,0.124071393
PDE6G,0.412086095,0.012016492,0.332918235,5.661689409,2.511684203,-2.986971779,0.412086095,1.920222281,0.477662416
PDE6H,0.24373331,0.106817345,0.619787268,5.589989856,1.612672605,-4.772633838,0.24373331,0.971358222,0.20775735
PDE7A,-0.013336758,0.929460257,0.989027984,6.582477553,-0.088524061,-5.992992015,0.013336758,0.031769176,0.00479142
PDE7B,0.282560694,0.081766445,0.579314146,5.682931631,1.740536832,-4.517693226,0.282560694,1.087424882,0.237085866
PDE8A,-0.441315775,0.016904133,0.372625664,6.040490358,-2.38880772,-3.206929061,0.441315775,1.772007103,0.428727238
PDE8B,-0.272138318,0.15041138,0.69261177,5.948622937,-1.438085824,-4.847400191,0.272138318,0.822719305,0.159510132
PDE9A,0.048989349,0.792708244,0.963639105,5.852774089,0.262795824,-5.768113738,0.048989349,0.100886625,0.016085584
PDF,-0.198147261,0.281747966,0.781217514,5.849236517,-1.076404087,-5.282603579,0.198147261,0.550139211,0.107228029
PDGFA,0.386785933,0.029344496,0.436448997,5.870046393,2.17884412,-3.665743843,0.386785933,1.532473349,0.360066501
PDGFB,0.043109018,0.827366571,0.966413295,6.045892772,0.218080574,-5.725059297,0.043109018,0.08230203,0.014837104
PDGFC,0.008577681,0.961527247,0.992571437,5.792488747,0.04823721,-5.841598818,0.008577681,0.017038404,0.003238226
PDGFD,-0.104703485,0.509936342,0.883527471,5.695638946,-0.658938083,-5.744255634,0.104703485,0.292484036,0.053779943
PDGFRA,-0.048149,0.796297369,0.963639105,5.85142008,-0.258142303,-5.76870678,0.048149,0.098924719,0.016085584
PDGFRB,0.21231316,0.250820491,0.760482841,5.865976027,1.148362325,-5.206095307,0.21231316,0.600636987,0.11891058
PDGFRL,0.037848976,0.79783224,0.963639105,5.636164362,0.256153959,-5.984050806,0.037848976,0.098088418,0.016085584
PDHA1,0.012334678,0.945810476,0.992112919,5.816409561,0.067968886,-5.821931231,0.012334678,0.02419588,0.003438895
PDHA2,-0.131524415,0.415528458,0.843811852,5.707930807,-0.814205177,-5.622886181,0.131524415,0.381399227,0.073754379
PDHB,-0.145501859,0.449708398,0.856100677,6.19602648,-0.755902851,-5.51199014,0.145501859,0.347069002,0.067475159
PDHX,-0.061695255,0.754693961,0.958024815,6.086665661,-0.312456507,-5.703531114,0.061695255,0.122229125,0.018623242
PDIA2,0.129543004,0.407428974,0.843811852,5.67499537,0.828428423,-5.64093653,0.129543004,0.38994809,0.073754379
PDIA3,-0.168642636,0.177487203,0.708097475,6.796696813,-1.348537498,-5.302833232,0.168642636,0.750832954,0.149906954
PDIA4,-0.190622029,0.230241213,0.74888124,6.521617973,-1.199741651,-5.275388402,0.190622029,0.637816935,0.125587049
PDIA5,0.012464172,0.940076354,0.991852243,5.728823963,0.075173997,-5.904609509,0.012464172,0.026836871,0.00355302
PDIA6,0.03109094,0.859433172,0.974243345,6.384701165,0.177096005,-5.840012425,0.03109094,0.065787888,0.011332552
PDIK1L,-0.161685621,0.408863673,0.843811852,6.125770807,-0.825896832,-5.447644234,0.161685621,0.388421474,0.073754379
PDILT,-0.004473602,0.976331201,0.994163005,5.657433693,-0.029668832,-5.995463405,0.004473602,0.010402832,0.002542402
PDK1,-0.176582959,0.355271207,0.832475282,5.916569011,-0.924415528,-5.39026887,0.176582959,0.449439988,0.079628653
PDK2,0.100846202,0.591405449,0.913394491,5.87876944,0.536801392,-5.661559122,0.100846202,0.228114678,0.039341612
PDK3,0.001784001,0.992590392,0.997681889,6.213066202,0.009286712,-5.772229211,0.001784001,0.003229933,0.001007912
PDK4,0.469554869,0.007919451,0.288475468,5.909040814,2.655513395,-2.609817391,0.469554869,2.101304934,0.539891114
PDLIM1,-0.376716145,0.017898569,0.37264417,6.528343763,-2.367730725,-3.33072674,0.376716145,1.747181678,0.428705669
PDLIM2,0.115148891,0.425385616,0.843811852,5.596577385,0.797114384,-5.736343203,0.115148891,0.371217199,0.073754379
PDLIM3,-0.353606724,0.017440158,0.37264417,6.619265811,-2.377315656,-3.350117439,0.353606724,1.758449579,0.428705669
PDLIM4,0.235158474,0.215894686,0.737159212,5.935404484,1.237522599,-5.087689455,0.235158474,0.665758048,0.132438703
PDLIM5,-0.176684071,0.338982613,0.822940092,6.288588118,-0.956179856,-5.390873743,0.176684071,0.469822577,0.084631779
PDLIM7,-0.169280171,0.37951776,0.838421843,6.19206287,-0.878787271,-5.420506468,0.169280171,0.420767896,0.076537416
PDP1,-0.221546075,0.218040904,0.739351846,6.339568978,-1.231758383,-5.137501203,0.221546075,0.661462026,0.131148838
PDP2,-0.141880295,0.450203148,0.856401009,5.879769889,-0.755077979,-5.533256146,0.141880295,0.346591473,0.06732283
PDPK1,-0.374549903,0.029291114,0.436448997,6.40761325,-2.179563008,-3.682858294,0.374549903,1.533264109,0.360066501
PDPN,-0.101997843,0.60530713,0.915288486,6.058090759,-0.51678462,-5.627631122,0.101997843,0.218024211,0.038442001
PDPR,-0.067776489,0.729499908,0.948773261,6.138356853,-0.34579136,-5.700208186,0.067776489,0.136974759,0.022837564
PDRG1,-0.270633088,0.139757544,0.677843151,5.871382421,-1.476700798,-4.819781553,0.270633088,0.854624739,0.168870788
PDS5A,-0.092873135,0.616450363,0.915374534,6.291196668,-0.50088825,-5.690158339,0.092873135,0.210101887,0.038401174
PDS5B,-0.038721066,0.844708319,0.971406765,6.027757931,-0.195874872,-5.729159826,0.038721066,0.073293229,0.012598876
PDSS1,0.177620988,0.343411315,0.824195983,5.891579271,0.947448888,-5.386343163,0.177620988,0.464185399,0.083969507
PDSS2,-0.090910522,0.641697615,0.924274864,5.964743313,-0.465327321,-5.659367384,0.090910522,0.192669575,0.034198857
PDX1,0.170335456,0.26609179,0.772137371,5.646640696,1.112111161,-5.401456077,0.170335456,0.574968525,0.112305428
PDXDC1,0.054108782,0.605241439,0.915288486,6.979052024,0.516878715,-6.215261324,0.054108782,0.218071345,0.038442001
PDXK,0.519323632,0.004131569,0.217981109,6.151291554,2.867973105,-2.064125956,0.519323632,2.383884999,0.661581142
PDXP,-0.267223137,0.141965909,0.68089111,5.849448782,-1.468515589,-4.836074365,0.267223137,0.847815932,0.166922336
PDYN,0.242714523,0.192107799,0.715176862,5.894071543,1.304373719,-5.026740287,0.242714523,0.716455004,0.145586545
PDZD11,-0.11083429,0.574019938,0.905549972,6.026466374,-0.562142016,-5.60651253,0.11083429,0.241073022,0.043087578
PDZD2,-0.052947943,0.787696211,0.963639105,6.126587607,-0.269303794,-5.718650955,0.052947943,0.103641244,0.016085584
PDZD3,0.189827575,0.213387725,0.735185858,5.631958894,1.244308175,-5.258805769,0.189827575,0.670830567,0.133602855
PDZD4,0.071700386,0.708666414,0.944778241,5.911528615,0.373648306,-5.710066537,0.071700386,0.149558149,0.024670118
PDZD7,0.044308985,0.778813361,0.961336262,5.687881606,0.280866169,-5.91669312,0.044308985,0.108566607,0.017124675
PDZD8,0.262026889,0.175323525,0.708097475,6.060756459,1.355300344,-4.936292749,0.262026889,0.756159807,0.149906954
PDZD9,0.286524502,0.073651655,0.562383101,5.666584434,1.788781354,-4.448229058,0.286524502,1.132817489,0.249967738
PDZK1,0.009623216,0.959979,0.99253513,6.218713085,0.050180004,-5.772678121,0.009623216,0.017738267,0.003254113
PDZK1IP1,0.06140512,0.749486908,0.956002755,5.917541511,0.319316461,-5.725198901,0.06140512,0.125235949,0.019540856
PDZRN3,0.102384465,0.601320201,0.915288486,5.988877981,0.522503829,-5.631286768,0.102384465,0.220894206,0.038442001
PDZRN4,0.276912878,0.098900015,0.600246923,5.741282209,1.650218112,-4.63544099,0.276912878,1.004803642,0.221670058
PEA15,-0.086493891,0.585368836,0.910088521,6.521595457,-0.545560352,-5.810014874,0.086493891,0.232570402,0.040916363
PEAK1,-0.066138858,0.733781808,0.949961605,5.943035388,-0.340099729,-5.708981141,0.066138858,0.134433059,0.022293947
PEAK3,-0.045052197,0.79403215,0.963639105,5.763105922,-0.261078641,-5.838868007,0.045052197,0.100161913,0.016085584
PEAR1,0.167215532,0.356994884,0.833157091,5.833420884,0.92110867,-5.435855014,0.167215532,0.447338008,0.079273105
PEBP1,-0.00448366,0.97459908,0.994163005,6.663283643,-0.031842078,-6.062299736,0.00448366,0.011174003,0.002542402
PEBP4,0.161180141,0.373914128,0.838421843,5.830038218,0.889167656,-5.463541398,0.161180141,0.427228125,0.076537416
PECAM1,-0.225407383,0.211278966,0.733195327,5.824516613,-1.250060631,-5.11469241,0.225407383,0.675143737,0.134780312
PECR,0.03939624,0.837129366,0.96919497,5.905122539,0.20556702,-5.755287644,0.03939624,0.077207423,0.013588849
PEDS1,0.027804743,0.874972296,0.976328838,5.786566763,0.157346055,-5.837056079,0.027804743,0.058005698,0.010403883
PEF1,0.037982498,0.846585607,0.971812736,6.132654401,0.193477027,-5.735807984,0.037982498,0.07232912,0.012417414
PEG10,0.261532999,0.099336802,0.600246923,6.526439553,1.648085537,-4.680685729,0.261532999,1.002889827,0.221670058
